Words,Tags
"['Соответствующее', 'распоряжение', 'премьера', 'от', '25', 'июня', '2012г', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['новым', 'руководителем', 'ФСФР', 'был', 'назначен', 'Дмитрий', 'Панкин', ',', 'который', 'до', 'своего', 'назначения', 'занимал', 'должность', 'заместителя', 'министра', 'финансов', 'РФ', '.']","[0, 0, 3, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Был', 'уволен', 'в', 'запас', '.']","[0, 0, 0, 0, 0]"
"['Он', 'сменил', 'на', 'этой', 'должности', 'Валентину', 'Матвиенко', ',', 'которая', 'была', 'назначена', 'губернатором', 'Санкт-Петербурга', '.']","[0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 1, 0]"
"['Господин', 'Коутс', 'продолжит', 'работу', 'над', 'новой', 'корпоративной', 'стратегией', 'компании', ',', 'которую', 'так', 'и', 'не', 'закончил', 'заместитель', 'гендиректора', 'Тав', 'Морган', ',', 'ушедший', 'из', 'компании', 'в', 'июле', 'вслед', 'за', 'гендиректором', 'Денисом', 'Морозовым', '.']","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0]"
"['Его', 'отставке', 'предшествовал', 'аналогичный', 'нынешнему', 'скандал', 'с', 'прослушкой', ',', 'в', 'которой', 'были', 'уличены', 'два', 'репортера', 'издания', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В', 'самом', 'начале', 'встречи', 'премьер-министр', 'и', 'глава', 'МИД', 'Катара', 'шейх', 'Хамид', 'бен', 'Джасим', 'Аль', 'Тани', 'заявил', ',', 'что', 'снабжение', 'оппозиционных', 'сил', 'оружием', '-', 'единственный', 'путь', 'для', 'восстановления', 'мира', 'в', 'Сирии', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 6, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['23', 'и', '26', 'октября', '2011г', '.']","[0, 0, 0, 0, 0, 0]"
"['Действующий', 'глава', 'ЕЦБ', 'Жан-Клод', 'Трише', 'уйдет', 'со', 'своего', 'поста', 'в', 'октябре', 'текущего', 'года', 'по', 'истечении', 'срока', 'полномочий', '.']","[0, 0, 3, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Полпредом', 'в', 'Центральном', 'федеральном', 'округе', 'стал', 'глава', 'президентского', 'управления', 'внутренней', 'политики', 'Олег', 'Говорун', '.']","[0, 0, 1, 4, 4, 0, 0, 0, 0, 0, 0, 6, 5, 0]"
"['Кроме', 'того', ',', 'мэр', 'Москвы', 'сменил', 'префектов', 'двух', 'столичных', 'округов', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['Назначение', 'Лью', 'еще', 'должен', 'будет', 'утвердить', 'Конгресс', '.']","[0, 6, 0, 0, 0, 0, 3, 0]"
"['Позднее', 'российские', 'деловые', 'СМИ', 'передавали', ',', 'в', 'частности', ',', 'что', 'Анна', 'Чапман', 'заняла', 'пост', 'советника', 'президента', '""', 'Фондсервисбанка', ""''"", 'по', 'инвестициям', 'и', 'инновациям', ',', 'а', 'также', 'стала', 'редактором', 'ежемесячной', 'газеты', 'Venture', 'Business', 'News', '.']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 0]"
"['Между', 'тем', 'газета', '""', 'Известия', ""''"", 'ранее', 'сообщала', 'со', 'ссылкой', 'на', 'неназванные', 'источники', ',', 'что', 'на', 'этой', 'неделе', 'своих', 'постов', 'по', 'решению', 'главы', 'государства', 'могут', 'лишиться', 'губернаторы', 'нескольких', 'регионов', '-', 'Приморского', 'края', 'С.Дарькин', ',', 'Саратовской', 'области', 'Павел', 'Ипатов', ',', 'Кировской', 'области', 'Никита', 'Белых', 'и', 'Пермского', 'края', 'Олег', 'Чиркунов', '.']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 6, 0, 1, 4, 6, 5, 0, 1, 4, 6, 5, 0, 1, 4, 6, 5, 0]"
"['До', 'этого', 'республиканский', 'минфин', 'взглавлял', 'его', 'брат', 'Гамид', 'Гамидов', ',', 'убитый', 'в', 'августе', '1996', 'года', '.']","[0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0]"
"['Если', 'проанализировать', 'ситуацию', ',', 'то', 'возникает', 'больше', 'уверенности', 'в', 'том', ',', 'что', 'это', 'не', 'должно', 'случиться', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Если', 'Apple', 'примет', 'новое', 'приложение', 'Google', 'в', 'свой', 'онлайн-магазин', ',', 'то', 'оно', 'будет', 'напрямую', 'конкурировать', 'с', 'собственными', 'картами', 'компании', '.']","[0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Достижение', 'этого', 'уровня', 'к', '2015г', '.']","[0, 0, 0, 0, 0, 0]"
"['Как', 'сообщили', 'РБК', 'в', 'Федеральной', 'службе', 'по', 'надзору', 'в', 'сфере', 'транспорта', '(', 'Ространснадзор', ')', 'I-ORG', ',', 'А.Храмов', ',', 'проходивший', 'свидетелем', 'по', 'делу', 'о', 'крушении', '""', 'Булгарии', ""''"", 'на', 'Волге', ',', 'застрелился', '.']","[0, 0, 3, 0, 3, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['Ранее', 'Д.Медведев', 'назначил', 'полковника', 'внутренней', 'службы', 'Сергея', 'Есипова', 'начальником', 'управления', 'исполнения', 'приговоров', 'и', 'специального', 'учета', 'ФСИН', '.']","[0, 6, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Сразу', 'после', 'этого', 'он', 'заявил', 'о', 'намерении', 'участвовать', 'в', 'выборах', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['А', 'это', 'все-таки', 'компания', ',', 'требующая', 'стратегического', 'подхода', 'и', 'умения', 'управлять', ',', 'собирать', 'творческие', 'команды', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['""', 'Русская', 'служба', 'новостей', ""''"", '—', 'информационная', 'система', ',', 'представляющая', 'собой', 'FM-радиостанцию', ',', 'информационное', 'агентство', 'и', 'новостную', 'сеть', '""', 'Русского', 'радио', ""''"", '.']","[0, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0]"
"['Премьером', 'Катара', 'станет', 'глава', 'МВД', 'шейх', 'Абдалла', 'бен', 'Насер', 'Аль', 'Тани', 'Во', 'вторник', 'новый', 'эмир', 'Катара', 'шейх', 'Тамим', 'бен', 'Хамад', 'Аль', 'Тани', 'выступит', 'с', 'обращением', 'к', 'народу', 'и', 'объявит', 'новый', 'состав', 'правительства', '.']","[0, 1, 0, 0, 3, 0, 6, 5, 5, 5, 5, 0, 0, 0, 0, 1, 0, 6, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Регистрация', 'кандидатов', 'завершится', '3', 'августа', '.']","[0, 0, 0, 0, 0, 0]"
"['Адвокат', 'следователя', 'СК', 'РФ', 'потребовал', 'допросить', 'в', 'суде', 'сенатора', 'Нарусову', 'Адвокат', 'следователя', 'Следственного', 'комитета', 'РФ', 'Андрея', 'Гривцова', ',', 'обвиняемого', 'в', 'вымогательстве', 'рекордной', 'для', 'этого', 'ведомства', 'взятки', ',', 'потребовал', 'допросить', 'в', 'суде', 'члена', 'Совета', 'Федерации', 'РФ', 'Людмилу', 'Нарусову', '.']","[0, 0, 3, 1, 0, 0, 0, 0, 0, 6, 0, 0, 3, 2, 1, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 6, 5, 0]"
"['Среди', 'других', 'причин', ',', 'по', 'которым', 'глава', 'военного', 'ведомства', 'мог', 'покинуть', 'свой', 'пост', ',', 'называется', 'то', 'обстоятельство', ',', 'что', 'возглавляемая', 'им', 'партия', '""', 'Ацмаут', ""''"", 'теряет', 'популярность', 'и', ',', 'согласно', 'недавним', 'соцопросам', ',', 'скорее', 'всего', 'не', 'сможет', 'пройти', 'в', 'парламент', 'на', 'грядущих', 'выборах', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Новое', 'министерство', 'по', 'развитию', 'Дальнего', 'Востока', 'возглавил', 'Виктор', 'Ишаев', ',', 'одновременно', 'сохранивший', 'пост', 'полпреда', 'Дальневосточного', 'федерального', 'округа', '.']","[0, 0, 0, 0, 1, 4, 0, 6, 5, 0, 0, 0, 0, 0, 1, 4, 4, 0]"
"['В', 'парламенте', 'между', 'тем', ',', 'как', 'сообщает', 'ИА', '""', '24.kg', '”', ',', 'выдвинули', 'иные', 'версии', 'отставки', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Как', 'отмечает', 'BBC', 'News', ',', '12', 'сентября', 'королева', 'Елизавета', 'II', 'формально', 'утвердила', 'его', 'в', 'должности', '.']","[0, 0, 3, 2, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0]"
"['Между', 'тем', 'губернатор', 'Хабаровского', 'края', 'Вячеслав', 'Шпорт', 'принял', 'другое', 'решение', ':', 'он', 'отказался', 'от', 'мандата', 'депутата', 'Госдумы', 'РФ', 'VI', 'созыва', ',', 'чтобы', 'продолжать', 'работу', 'на', 'посту', 'главы', 'региона', '.']","[0, 0, 0, 1, 4, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Таким', 'образом', ',', 'они', 'поддержали', 'единоросса', 'Денина', ',', 'который', 'на', 'тот', 'момент', 'был', 'снят', 'с', 'выборов', 'по', 'решению', 'областного', 'суда', ',', 'удовлетворившего', 'иск', 'коммуниста', 'Вадима', 'Потомского', '.']","[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0]"
"['По', 'словам', 'самого', 'замминистра', ',', 'он', 'принял', 'решение', 'об', 'уходе', ',', 'чтобы', 'снизить', 'давление', 'на', 'главу', 'Минобрнауки', 'Дмитрия', 'Ливанова', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 5, 0]"
"['Задачу', 'вновь', 'назначенного', 'менеджмента', 'ОНЭКСИМ', 'видит', 'в', 'придании', 'нового', 'импульса', 'реализации', 'стратегии', 'РБК', ',', 'утвержденной', 'советом', 'директоров', ',', 'и', 'повышении', 'операционной', 'эффективности', 'всех', 'проектов', 'компании', '.']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Он', 'выразил', 'сожаление', ',', 'что', 'Давид', 'Зурабишвили', 'отказался', 'от', 'предложения', 'стать', 'советником', 'министра', ',', 'так', 'как', 'в', 'этом', 'случае', 'его', 'богатый', 'политический', 'опыт', 'и', 'способности', 'останутся', 'неиспользованными', '.']","[0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Образование', 'высшее', '-', 'Всесоюзный', 'заочный', 'финансово-экономический', 'институт', '.']","[0, 0, 0, 3, 2, 2, 2, 0]"
"['В', 'армянской', 'прессе', 'несколько', 'недель', 'муссируется', 'информация', 'о', 'том', ',', 'что', 'акционерами', 'зарегистрированной', 'на', 'Кипре', 'оффшорной', 'компании', 'Wlispera', 'Holdings', 'Limited', 'являются', 'Тигран', 'Саркисян', ',', 'архиепископ', 'Навасард', 'Кчоян', 'и', 'занимающийся', 'алмазным', 'бизнесом', 'Ашот', 'Сукиасян', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 2, 0, 6, 5, 0, 0, 6, 5, 0, 0, 0, 0, 6, 5, 0]"
"['В', 'Тамбове', 'построят', 'центр', 'ядерной', 'медицины', '.']","[0, 1, 0, 0, 0, 0, 0]"
"['""', 'Подарок', 'фанатам', '-', 'это', 'Хонда', ',', 'на', 'данный', 'момент', 'никого', 'другого', 'мы', 'не', 'рассматриваем', ',', '-', 'цитирует', 'Галлиани', 'Football', 'Italia', '.']","[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 2, 0]"
"['""', 'Работа', 'идет', 'очень', 'плохо', 'и', 'медленно', ',', 'в', 'то', 'время', 'как', 'гособоронзаказ', 'был', 'утвержден', 'еще', 'в', 'декабре', '2010г', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['президент', 'РФ', 'Дмитрий', 'Медведев', 'своим', 'указом', 'досрочно', 'прекратил', 'полномочия', 'главы', 'Волгоградской', 'области', 'Анатолия', 'Бровко', ',', 'руководившего', 'регионом', 'около', 'двух', 'лет', '.']","[0, 1, 6, 5, 0, 0, 0, 0, 0, 0, 1, 4, 6, 5, 0, 0, 0, 0, 0, 0, 0]"
"['Важно', ',', 'ориентируясь', 'на', 'особенности', 'рынка', 'труда', 'каждого', 'муниципалитета', ',', 'приводить', 'инвесторов', 'туда', ',', 'где', 'они', 'не', 'будут', 'испытывать', 'дефицита', 'в', 'кадрах', ',', 'где', 'есть', 'свободная', 'рабочая', 'сила', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Бывший', 'университетский', 'ректор', 'Рами', 'Хамдалла', '6', 'июня', 'сформировал', 'новое', 'палестинское', 'правительство', 'и', 'принял', 'присягу', '.']","[0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Другим', 'указом', '-', 'также', 'от', '16', 'января', '-Портнов', 'назначен', 'советником', 'президента', 'Украины', '.']","[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0]"
"['Ссылаясь', 'на', '""', 'достоверные', 'источники', ""''"", ',', 'издание', 'утверждает', ',', 'что', 'чиновник', ',', '""', 'пользуясь', 'своим', 'служебным', 'положением', ',', 'неоднократно', 'брал', 'яхту', ""'Галкыныш"", ""'"", '(', ""'Возрождение"", ""'"", ')', 'и', 'в', 'сопровождении', 'молодой', 'женщины', ',', 'а', 'иногда', 'и', 'группы', 'музыкантов', ',', 'отправлялся', 'в', 'море', ',', 'подальше', 'от', 'берега', ',', 'где', 'и', 'проводил', 'время', 'в', 'развлечениях', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Так', 'же', 'он', 'координировал', 'работу', 'Общественного', 'комитета', 'сторонников', 'Медведева', '.']","[0, 0, 0, 0, 0, 3, 2, 0, 6, 0]"
"['Однако', 'в', 'четверг', 'представитель', 'неправительственной', 'организации', '""', 'Сеть', 'поддержки', 'выборов', 'в', 'Зимбабве', ""''"", 'I-ORG', '(', 'Zimbabwe', 'Election', 'Support', 'Network', ',', 'I-ORG', 'ZESN', ')', 'I-ORG', 'назвал', 'результаты', 'мониторинга', 'процесса', 'выборов', '""', 'катастрофой', ""''"", 'для', 'Цвангираи', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 2, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]"
"['И', 'Бинг', ',', 'и', 'Кокрел', '-', 'представители', 'Демократической', 'партии', '.']","[0, 6, 0, 0, 6, 0, 0, 3, 2, 0]"
"['Причины', 'отставки', 'не', 'объясняются', '.']","[0, 0, 0, 0, 0]"
"['Это', 'означает', ',', 'что', 'лояльность', 'столичного', 'парламента', 'бывшему', 'мэру', 'Юрию', 'Лужкову', 'оказалась', 'довольно', 'недолговечной', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0]"
"['""', 'У', 'нас', 'бывает', ',', 'что', 'жульничают', 'не', 'только', 'управляющие', 'компании', ',', 'но', 'и', 'некоторые', 'наши', 'ГУПы', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Так', ',', 'его', 'первый', 'заместитель', 'А.Игнатенко', 'и', 'начальник', 'управления', 'облпрокуратуры', 'по', 'надзору', 'за', 'процессуальной', 'деятельностью', 'в', 'органах', 'Cледственного', 'комитета', 'Д.Урумов', 'не', 'только', 'лишились', 'постов', ',', 'но', 'и', 'вообще', 'были', 'уволены', 'из', 'прокуратуры', 'с', 'формулировкой', '""', 'за', 'нарушение', 'присяги', 'прокурора', ""''"", '.']","[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['4', 'октября', 'назначены', 'очередные', 'выборы', 'Верховного', 'Совета', 'Аджарской', 'АР', 'По', 'распоряжению', 'президента', 'Грузии', 'Михаила', 'Саакашвили', '4', 'октября', '2008', 'года', 'назначены', 'очередные', 'выборы', 'Верховного', 'Совета', 'Аджарской', 'АР', '.']","[0, 0, 0, 0, 0, 3, 2, 1, 4, 0, 0, 0, 1, 6, 5, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 4, 0]"
"['Несколькими', 'часами', 'ранее', ',', 'в', '22:50', '11', 'марта', ',', 'при', 'похожих', 'обстоятельствах', 'был', 'ранен', 'депутат', 'народного', 'собрания', 'Дагестана', 'от', 'КПРФ', 'Алибулат', 'Гасанов', ',', 'сообщает', '""', 'Росбалт', ""''"", 'со', 'ссылкой', 'на', 'свои', 'источники', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 6, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
"['В', 'начале', 'текущей', 'недели', 'в', 'СМИ', 'появилась', 'информация', 'о', 'том', ',', 'что', 'Реморенко', 'намерен', 'уйти', 'в', 'отставку', 'по', 'собственному', 'желанию', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В', '2004', 'году', 'Левичев', 'возглавлял', 'избирательный', 'штаб', 'Миронова', 'на', 'президентских', 'выборах', '.']","[0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0]"
"['Назначение', 'Леви', 'не', 'требует', 'утверждения', 'Сенатом', '.']","[0, 6, 0, 0, 0, 3, 0]"
"['Это', ',', 'согласимся', ',', 'подливает', 'масла', 'в', 'огонь', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Японский', 'премьер', 'заявил', 'о', 'своей', 'отставке', 'Премьер-министр', 'Японии', 'Юкио', 'Хатояма', 'заявил', 'руководству', 'возглавляемой', 'им', 'Демократической', 'партии', 'Японии', '(', 'ДПЯ', ')', 'I-ORG', ',', 'что', 'намерен', 'уйти', 'в', 'отставку', ',', 'сообщает', 'агентство', 'AFP', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 6, 5, 0, 0, 0, 0, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Поэтому', 'лидеры', 'социал-демократии', 'предупреждают', ',', 'что', 'члены', 'партии', ',', 'согласившиеся', 'на', 'посты', 'в', 'техническом', 'правительстве', ',', 'должны', 'покинуть', 'ряды', 'ЧСДП', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Ожидается', ',', 'что', 'совет', 'по', 'поручению', 'президента', 'также', 'будет', 'проводить', 'экспертизы', 'законопроектов', 'по', 'совершенствованию', 'государственной', 'жилищной', 'политики', 'и', 'представлять', 'главе', 'государства', 'ежегодные', 'доклады', 'о', 'развитии', 'жилищной', 'сферы', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Премьер', 'Японии', 'объявил', 'о', 'назначениях', 'на', 'руководящие', 'партийные', 'посты', 'Избранный', 'накануне', 'новым', 'премьер-министром', 'Японии', 'Ёсихико', 'Нода', ',', 'лидер', 'правящей', 'Демократической', 'партии', ',', 'объявил', 'в', 'среду', 'о', 'произведенных', 'им', 'назначениях', 'на', 'ключевые', 'партийные', 'посты', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 5, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['из-за', 'нехватки', 'ресурсов', '.']","[0, 0, 0, 0]"
"['Напомним', ',', 'что', 'сегодня', 'Василий', 'Кичеджи', 'заявил', 'коррреспонденту', 'ИА', 'REGNUM', ',', 'что', 'будет', 'рад', ',', 'если', 'Зубовский', 'институт', ',', 'относящийся', 'к', 'Министерству', 'культуры', 'РФ', ',', 'отдадут', 'в', 'подчинение', 'администрации', 'Санкт-Петербурга', '.']","[0, 0, 0, 0, 6, 5, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 3, 2, 1, 0, 0, 0, 0, 0, 1, 0]"
"['Свои', 'посты', 'сохранили', 'министр', 'финансов', 'Кристин', 'Лагард', 'и', 'министр', 'внутренних', 'дел', 'Брис', 'Ортефе', '.']","[0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 6, 5, 0]"
"['В', 'свою', 'очередь', ',', 'Нетаньяху', 'накануне', 'заявил', ',', 'что', 'его', 'правительство', 'не', 'чинит', 'препятствий', 'возобновлению', 'диалога', ',', 'прерванного', 'в', '2010', 'году', ',', 'и', 'готово', 'незамедлительно', 'вернуться', 'к', 'столу', 'переговоров', ',', 'но', 'без', 'предварительных', 'условий', '.']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Приказ', 'об', 'отставке', 'сегодня', 'подписал', 'президент', 'России', 'Владимир', 'Путин', '.']","[0, 0, 0, 0, 0, 0, 1, 6, 5, 0]"
"['После', 'этого', 'Министр', 'финансов', 'РФ', 'Алексей', 'Кудрин', 'заявил', ',', 'что', 'откажется', 'работать', 'в', 'правительстве', 'в', 'том', 'случае', ',', 'если', 'премьер-министром', 'станет', 'Д.Медведев', '.']","[0, 0, 0, 0, 1, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]"
"['В', 'состав', 'совета', 'директоров', '""', 'Русала', ""''"", 'вошел', 'М.Гарбер', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 6, 0]"
"['До', 'этого', 'Голиков', '-', 'выпускник', 'Ленинградского', 'финансово-экономического', 'института', 'им.', 'Н.А.Вознесенского', 'по', 'специальности', '""', 'Бухгалтерский', 'учет', 'и', 'анализ', 'хозяйственной', 'деятельности', ""''"", '-', '10', 'лет', 'работал', 'на', 'госслужбе', 'в', 'Москве', '.']","[0, 0, 6, 0, 0, 3, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['На', 'ОАО', '""', 'Кузнецов', ""''"", 'I-ORG', '(', 'ранее', 'ОАО', '""', 'Моторостроитель', ""''"", 'I-ORG', ')', 'не', 'согласного', 'с', 'консолидацией', 'Игоря', 'Шитарева', 'сменил', 'Николай', 'Никитин', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 6, 5, 0]"
"['Также', 'делегатам', 'съезда', 'предстоит', 'избрать', 'членов', 'правления', 'Торгово-промышленной', 'палаты', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 2, 0]"
"['Мэр', 'Москвы', 'Сергей', 'Собянин', 'отправил', 'в', 'отставку', 'главу', 'Департамента', 'науки', 'и', 'промышленной', 'политики', 'Москвы', 'Евгения', 'Пантелеева', '.']","[0, 1, 6, 5, 0, 0, 0, 0, 3, 2, 2, 2, 2, 1, 6, 5, 0]"
"['Он', 'подчеркнул', ',', 'что', 'еще', 'около', '40', '%', 'пока', 'не', 'решили', ',', 'за', 'кого', 'будут', 'голосовать', ',', 'из', 'них', 'более', 'половины', 'утверждают', ',', 'что', 'планируют', 'голосовать', 'на', 'выборах', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Другое', 'мнение', 'у', 'самарского', 'политолога', 'Эрнеста', 'Старателева', '.']","[0, 0, 0, 0, 0, 6, 5, 0]"
"['Ему', 'на', 'смену', 'пришел', 'Беседин', ',', 'руководивший', 'до', 'этого', 'момента', 'Калининградской', 'железной', 'дорогой', '.']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 2, 2, 0]"
"['Расследование', 'уголовного', 'дела', 'продолжается', '.']","[0, 0, 0, 0, 0]"
"['А.Сердюков', 'покинул', 'пост', 'главы', 'набсовета', '""', 'Ростехнологий', ""''"", 'А.Сердюков', 'покинул', 'пост', 'главы', 'набсовета', '""', 'Ростехнологий', ""''"", 'Новым', 'председателем', 'наблюдательного', 'совета', 'госкорпорации', '""', 'Ростехнологии', ""''"", 'стал', 'министр', 'промышленности', 'и', 'торговли', 'РФ', 'Денис', 'Мантуров', '.']","[6, 0, 0, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 6, 5, 0]"
